customer_id,cutoff_date,total_orders,total_spend,total_quantity,unique_products,active_days,average_order_value,customer_lifespan_days,recency_days,average_interpurchase_days,median_interpurchase_days,orders_30d,orders_60d,orders_90d,spend_30d,spend_60d,spend_90d,orders_previous_90d,spend_previous_90d,order_trend_ratio,spend_trend_ratio,churn
17314.0,2010-06-01 07:45:00,5,1095.09,699,51,5,219.01799999999997,171,7,42.99513888888889,51.013888888888886,1,3,3,141.89999999999998,844.99,844.99,2,250.10000000000002,1.5,3.378608556577369,0
17155.0,2010-06-01 07:45:00,4,481.16,577,31,4,120.29,172,7,57.37361111111111,57.13125,1,1,2,90.80000000000001,90.80000000000001,208.79999999999998,2,272.36,1.0,0.7666323982963723,0
15965.0,2010-06-01 07:45:00,4,840.5,309,58,4,210.125,131,48,43.68449074074075,41.916666666666664,0,1,2,0.0,301.65,527.95,2,312.55,1.0,1.6891697328427453,0
17322.0,2010-06-01 07:45:00,1,114.55,115,28,1,114.55,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,114.55,0.0,0.0,1
16159.0,2010-06-01 07:45:00,2,657.01,325,23,2,328.505,89,90,89.12916666666666,89.12916666666666,0,0,0,0.0,0.0,0.0,2,657.01,0.0,0.0,0
14051.0,2010-06-01 07:45:00,6,2980.02,1014,30,6,496.67,108,70,21.773333333333333,20.974305555555556,0,0,2,0.0,0.0,918.1,4,2061.92,0.5,0.44526460774423837,0
13993.0,2010-06-01 07:45:00,4,1178.6800000000003,401,40,4,294.6700000000001,143,35,47.98425925925926,55.84583333333333,0,1,1,0.0,191.02,191.02,3,987.6600000000001,0.3333333333333333,0.193406637911832,0
17411.0,2010-06-01 07:45:00,1,344.4,150,19,1,344.4,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,344.4,0.0,0.0,1
15768.0,2010-06-01 07:45:00,24,12057.77,3385,405,23,502.40708333333333,175,4,7.612832125603865,7.007638888888889,4,8,13,1639.6499999999999,3498.92,6152.9800000000005,11,5904.789999999999,1.1818181818181819,1.0420319774284947,0
12835.0,2010-06-01 07:45:00,28,4466.02,1666,128,25,159.5007142857143,175,3,6.51707818930041,6.113194444444445,6,10,13,552.3299999999999,1002.8099999999998,2192.62,15,2273.4,0.8666666666666667,0.9644673176739684,0
15061.0,2010-06-01 07:45:00,27,27259.340000000004,16126,58,20,1009.6051851851853,175,3,6.515972222222222,2.9659722222222222,6,15,15,2755.2,11964.8,11964.8,13,15294.540000000003,1.1538461538461537,0.782292242852678,0
15179.0,2010-06-01 07:45:00,4,2498.3199999999997,1500,90,4,624.5799999999999,141,38,47.01365740740741,49.93333333333333,0,1,2,0.0,214.45,814.02,2,1684.3,1.0,0.4832986997565754,0
17069.0,2010-06-01 07:45:00,2,1250.83,956,74,2,625.415,154,25,154.10972222222222,154.10972222222222,1,1,1,750.28,750.28,750.28,1,500.55,1.0,1.498911197682549,1
16918.0,2010-06-01 07:45:00,6,1332.12,814,160,5,222.01999999999998,165,14,33.00861111111111,28.185416666666665,1,1,3,143.55,143.55,652.93,3,679.1900000000002,1.0,0.9613362976486695,0
15466.0,2010-06-01 07:45:00,2,899.71,479,127,2,449.855,130,49,130.09722222222223,130.09722222222223,0,1,1,0.0,159.25,159.25,1,740.4599999999999,1.0,0.21506901115522786,1
14159.0,2010-06-01 07:45:00,4,1161.63,726,164,4,290.4075,105,73,35.31342592592593,14.693055555555556,0,0,2,0.0,0.0,494.23,2,667.4,1.0,0.7405304165418041,0
17940.0,2010-06-01 07:45:00,5,22579.35,73821,8,4,4515.87,165,13,41.49201388888889,55.01423611111111,1,1,3,6250.0,6250.0,18150.0,2,4429.35,1.5,4.09766670053168,1
17581.0,2010-06-01 07:45:00,12,3536.74,1934,160,6,294.7283333333333,163,15,13.66001157407407,0.0020833333333333333,3,5,7,573.5,1487.7400000000002,2347.79,6,1188.9499999999998,1.1666666666666667,1.9746751335211745,0
16168.0,2010-06-01 07:45:00,10,1453.81,623,40,8,145.381,171,7,17.192708333333332,13.8375,3,7,8,389.88,769.2299999999999,995.8299999999999,3,457.98,2.6666666666666665,2.1743962618454953,0
14606.0,2010-06-01 07:45:00,46,8891.91,3844,814,42,193.30239130434782,178,1,3.9581327160493824,3.917361111111111,8,12,21,1244.04,2360.28,3975.01,25,4916.9,0.84,0.808438243608778,0
17287.0,2010-06-01 07:45:00,8,1073.64,539,117,5,134.205,149,29,21.42291666666667,9.994444444444444,1,1,2,126.57000000000001,126.57000000000001,357.81999999999994,6,715.8199999999999,0.3333333333333333,0.49987427006789414,0
17913.0,2010-06-01 07:45:00,6,1543.42,795,127,5,257.2366666666667,157,22,31.40180555555556,22.98611111111111,1,2,3,150.20999999999998,714.7600000000001,918.1300000000001,3,625.2900000000001,1.0,1.4683266964128645,0
13416.0,2010-06-01 07:45:00,1,228.3,66,7,1,228.3,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,228.3,0.0,0.0,1
16779.0,2010-06-01 07:45:00,19,17163.48,10684,179,18,903.3410526315789,165,13,9.220216049382717,7.001388888888888,2,4,7,792.33,1779.8899999999999,4203.889999999999,12,12959.59,0.5833333333333334,0.32438449055872903,0
15794.0,2010-06-01 07:45:00,1,102.0,40,1,1,102.0,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,102.0,0.0,0.0,1
13895.0,2010-06-01 07:45:00,1,831.0000000000001,408,42,1,831.0000000000001,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,831.0000000000001,0.0,0.0,0
14057.0,2010-06-01 07:45:00,2,765.84,531,76,2,382.92,130,48,130.93125,130.93125,0,1,1,0.0,646.3,646.3,1,119.54,1.0,5.406558474150911,0
17017.0,2010-06-01 07:45:00,1,277.5,186,7,1,277.5,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,277.5,0.0,0.0,0
13208.0,2010-06-01 07:45:00,1,61.12,56,16,1,61.12,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,61.12,0.0,0.0,0
17465.0,2010-06-01 07:45:00,5,1905.0,1100,78,4,381.0,168,11,42.02534722222222,53.94618055555556,1,1,2,495.24,495.24,820.13,3,1084.8700000000001,0.6666666666666666,0.7559707614737249,0
18102.0,2010-06-01 07:45:00,43,152280.11,63969,190,21,3541.397906976744,169,10,3.9302810077519386,0.05486111111111111,5,15,23,13174.25,29770.8,50985.91,21,101294.2,1.0952380952380953,0.5033448114502114,0
13468.0,2010-06-01 07:45:00,14,3402.6900000000005,1361,123,14,243.04928571428576,172,7,13.233493589743592,12.996527777777779,2,3,5,489.7299999999999,829.4300000000001,1107.4599999999998,9,2295.23,0.5555555555555556,0.48250502128327,0
13485.0,2010-06-01 07:45:00,4,1309.0499999999997,888,73,4,327.26249999999993,174,4,58.27847222222223,36.761805555555554,1,2,2,474.77000000000004,1104.35,1104.35,2,204.70000000000002,1.0,5.3949682462139705,0
17271.0,2010-06-01 07:45:00,1,204.3,113,46,1,204.3,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,204.3,0.0,0.0,1
16139.0,2010-06-01 07:45:00,2,475.73999999999995,272,23,2,237.86999999999998,13,165,13.897916666666667,13.897916666666667,0,0,0,0.0,0.0,0.0,2,475.73999999999995,0.0,0.0,1
15953.0,2010-06-01 07:45:00,3,630.21,265,23,3,210.07000000000002,86,92,43.479166666666664,43.479166666666664,0,0,0,0.0,0.0,0.0,3,630.21,0.0,0.0,0
15856.0,2010-06-01 07:45:00,11,7674.25,3911,65,10,697.6590909090909,174,5,17.413541666666667,19.54201388888889,1,3,5,1168.1999999999998,1650.25,3301.05,6,4373.2,0.8333333333333334,0.7548362754962042,0
13085.0,2010-06-01 07:45:00,4,1366.1000000000001,502,31,2,341.52500000000003,56,122,18.966666666666665,0.06666666666666667,0,0,0,0.0,0.0,0.0,4,1366.1000000000001,0.0,0.0,1
14967.0,2010-06-01 07:45:00,2,769.61,228,13,2,384.805,76,102,76.92708333333333,76.92708333333333,0,0,0,0.0,0.0,0.0,2,769.61,0.0,0.0,1
16497.0,2010-06-01 07:45:00,7,1761.5,784,87,5,251.64285714285714,167,11,27.98715277777778,31.462847222222223,2,4,5,359.0400000000001,715.29,965.7599999999999,2,795.74,2.5,1.2136627541659335,0
17764.0,2010-06-01 07:45:00,1,187.15,69,29,1,187.15,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,187.15,0.0,0.0,0
14905.0,2010-06-01 07:45:00,3,674.2,358,23,3,224.73333333333335,130,49,65.00590277777778,65.00590277777778,0,1,2,0.0,302.3,416.1,1,258.1,2.0,1.6121658271987602,0
18229.0,2010-06-01 07:45:00,4,980.4,216,4,3,245.1,165,13,55.30601851851853,46.952083333333334,2,2,2,320.4,320.4,320.4,2,660.0,1.0,0.4854545454545454,0
17293.0,2010-06-01 07:45:00,4,674.5400000000002,319,41,4,168.63500000000005,171,7,57.30324074074074,55.1125,1,1,1,104.54999999999998,104.54999999999998,104.54999999999998,3,569.9900000000001,0.3333333333333333,0.18342427060123856,0
17853.0,2010-06-01 07:45:00,1,584.3499999999999,159,28,1,584.3499999999999,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,584.3499999999999,0.0,0.0,0
15550.0,2010-06-01 07:45:00,4,700.71,437,61,4,175.1775,60,118,20.321064814814815,20.95486111111111,0,0,0,0.0,0.0,0.0,4,700.71,0.0,0.0,0
13531.0,2010-06-01 07:45:00,2,607.31,223,26,2,303.655,140,38,140.8111111111111,140.8111111111111,0,1,1,0.0,295.61,295.61,1,311.70000000000005,1.0,0.9483798524222007,0
13786.0,2010-06-01 07:45:00,4,2252.69,998,73,4,563.1725,146,32,48.99305555555555,26.85625,0,2,3,0.0,868.56,1529.6,1,723.09,3.0,2.1153659987000233,1
14952.0,2010-06-01 07:45:00,12,4700.2,1724,98,8,391.68333333333334,173,5,15.799936868686869,12.817361111111111,3,7,7,597.68,1308.26,1308.26,5,3391.9400000000005,1.4,0.38569668095544135,0
14031.0,2010-06-01 07:45:00,12,10637.74,4143,162,10,886.4783333333334,176,3,16.003535353535355,14.015277777777778,2,3,4,1308.2799999999997,2615.55,3602.3,8,7035.4400000000005,0.5,0.5120219915172327,0
12937.0,2010-06-01 07:45:00,2,314.56999999999994,219,27,2,157.28499999999997,13,165,13.958333333333334,13.958333333333334,0,0,0,0.0,0.0,0.0,2,314.56999999999994,0.0,0.0,0
17949.0,2010-06-01 07:45:00,44,32264.16,15469,27,23,733.2763636363636,168,10,3.924741602067184,0.875,4,12,22,2973.24,6189.0,14947.92,22,17316.239999999998,1.0,0.8632312788457541,0
15601.0,2010-06-01 07:45:00,10,5259.57,3933,118,7,525.957,144,34,16.086574074074075,19.822916666666668,0,2,5,0.0,752.2300000000002,2721.37,5,2538.2000000000003,1.0,1.0721653140020486,0
15581.0,2010-06-01 07:45:00,10,589.2,351,140,8,58.92,166,12,18.54413580246914,5.9534722222222225,1,1,1,162.07,162.07,162.07,9,427.13,0.1111111111111111,0.37943951490178635,0
16612.0,2010-06-01 07:45:00,2,916.9700000000001,459,38,2,458.48500000000007,170,8,170.925,170.925,1,1,1,406.1,406.1,406.1,1,510.87,1.0,0.7949184724098107,0
12949.0,2010-06-01 07:45:00,7,5276.51,2973,153,6,753.7871428571428,136,42,19.56378968253968,20.022222222222222,0,3,4,0.0,934.1999999999999,1607.4799999999998,4,3669.03,1.0,0.43812124730514596,0
14958.0,2010-06-01 07:45:00,3,458.26,120,26,3,152.75333333333333,140,38,70.46840277777778,70.46840277777778,0,1,2,0.0,122.60000000000001,271.9,1,186.36,2.0,1.4590040781283535,1
17329.0,2010-06-01 07:45:00,3,475.42,288,63,2,158.47333333333333,5,174,2.5166666666666666,2.5166666666666666,0,0,0,0.0,0.0,0.0,3,475.42,0.0,0.0,1
16736.0,2010-06-01 07:45:00,4,2124.28,758,96,4,531.07,143,35,47.937962962962956,11.984027777777778,0,1,1,0.0,453.15,453.15,3,1671.13,0.3333333333333333,0.27116382328125277,0
13001.0,2010-06-01 07:45:00,9,6824.2,3416,214,9,758.2444444444444,174,4,21.865190972222223,17.039583333333333,2,4,6,1826.8200000000002,3126.9400000000005,4076.3500000000004,3,2747.8500000000004,2.0,1.4834688938624743,0
14644.0,2010-06-01 07:45:00,1,338.50000000000006,150,11,1,338.50000000000006,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,338.50000000000006,0.0,0.0,0
14898.0,2010-06-01 07:45:00,4,1044.3799999999999,628,86,4,261.09499999999997,130,48,43.637962962962966,46.90138888888889,0,1,1,0.0,182.42,182.42,3,861.96,0.3333333333333333,0.21163395053134715,0
14662.0,2010-06-01 07:45:00,2,218.25,87,32,2,109.125,103,75,103.77361111111111,103.77361111111111,0,0,1,0.0,0.0,107.55,1,110.69999999999999,1.0,0.9715447154471546,1
17414.0,2010-06-01 07:45:00,2,778.72,2436,6,2,389.36,161,17,161.8763888888889,161.8763888888889,1,1,1,539.04,539.04,539.04,1,239.68,1.0,2.248998664886515,0
14755.0,2010-06-01 07:45:00,8,2145.2700000000004,899,87,6,268.15875000000005,154,24,22.1344246031746,14.084722222222222,2,3,3,347.47,733.87,733.87,5,1411.4,0.6,0.5199589060507297,0
17576.0,2010-06-01 07:45:00,11,2351.91,1324,145,10,213.80999999999997,160,18,16.095,16.93576388888889,1,2,5,204.2,318.28999999999996,803.94,6,1547.9700000000003,0.8333333333333334,0.5193511502160895,0
13037.0,2010-06-01 07:45:00,5,1733.8600000000001,1029,101,4,346.77200000000005,144,34,36.164409722222224,45.871875,0,1,3,0.0,384.31000000000006,1129.17,2,604.69,1.5,1.867353519985447,0
14710.0,2010-06-01 07:45:00,5,594.88,343,110,5,118.976,171,7,42.943576388888886,26.3625,1,2,3,251.24999999999997,449.04,521.38,2,73.5,1.5,7.09360544217687,0
18168.0,2010-06-01 07:45:00,5,1224.74,758,88,5,244.948,160,18,40.227777777777774,48.50833333333333,1,1,2,169.70000000000002,169.70000000000002,455.11000000000007,3,769.63,0.6666666666666666,0.5913360965658824,0
17679.0,2010-06-01 07:45:00,4,1159.4999999999998,834,38,3,289.87499999999994,102,76,34.268750000000004,40.705555555555556,0,0,1,0.0,0.0,389.4000000000001,3,770.1000000000003,0.3333333333333333,0.5056486170627191,0
17851.0,2010-06-01 07:45:00,4,1334.46,769,143,4,333.615,42,136,14.305787037037037,8.89375,0,0,0,0.0,0.0,0.0,4,1334.46,0.0,0.0,0
12931.0,2010-06-01 07:45:00,21,18269.76,12364,19,16,869.9885714285714,165,13,7.893750000000001,5.136111111111111,6,10,16,13320.169999999998,14114.769999999999,16459.81,6,1809.95,2.6666666666666665,9.094068896930855,0
14750.0,2010-06-01 07:45:00,1,112.03,65,32,1,112.03,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,112.03,0.0,0.0,1
16791.0,2010-06-01 07:45:00,3,711.1,255,90,3,237.03333333333333,95,83,47.90208333333334,47.90208333333334,0,0,1,0.0,0.0,178.36,2,532.7400000000001,0.5,0.3347974621766715,0
16558.0,2010-06-01 07:45:00,4,1319.8399999999997,758,53,4,329.9599999999999,142,36,47.62453703703704,30.15486111111111,0,1,3,0.0,314.20000000000005,1022.79,1,297.05000000000007,3.0,3.443157717555966,0
14156.0,2010-06-01 07:45:00,45,103713.80000000002,60718,665,34,2304.7511111111116,168,10,3.8315656565656555,2.4607638888888888,6,14,22,7606.6900000000005,22234.68,32893.53,23,70820.26999999999,0.9565217391304348,0.46446490531594986,0
15884.0,2010-06-01 07:45:00,1,236.70000000000002,150,13,1,236.70000000000002,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,236.70000000000002,0.0,0.0,1
17343.0,2010-06-01 07:45:00,3,764.0499999999998,276,37,3,254.68333333333328,170,8,85.34270833333333,85.34270833333333,1,1,1,302.92,302.92,302.92,2,461.13,0.5,0.6569080302734587,0
17372.0,2010-06-01 07:45:00,13,1805.91,658,160,13,138.91615384615386,167,11,13.979976851851852,14.063194444444445,2,4,6,339.88,644.1999999999999,775.9500000000002,7,1029.96,0.8571428571428571,0.7533787719911454,0
16003.0,2010-06-01 07:45:00,3,997.27,275,33,2,332.42333333333335,110,68,55.31875,55.31875,0,0,2,0.0,0.0,609.4,1,387.87,2.0,1.5711449712532548,1
17432.0,2010-06-01 07:45:00,3,459.55,191,58,3,153.18333333333334,160,18,80.43229166666667,80.43229166666667,1,1,2,185.09999999999997,185.09999999999997,299.6,1,159.94999999999996,2.0,1.8730853391684907,1
14713.0,2010-06-01 07:45:00,5,1037.49,715,92,5,207.498,153,25,38.497569444444444,42.01875,1,1,3,240.63,240.63,688.26,2,349.22999999999996,1.5,1.9707928872090028,0
16722.0,2010-06-01 07:45:00,4,1295.63,1074,51,4,323.9075,132,46,44.32037037037037,43.053472222222226,0,1,2,0.0,324.4,649.75,2,645.88,1.0,1.005991825106831,0
12577.0,2010-06-01 07:45:00,1,210.55,79,13,1,210.55,0,179,0.0,0.0,0,0,0,0.0,0.0,0.0,1,210.55,0.0,0.0,1
12872.0,2010-06-01 07:45:00,5,1578.4499999999998,831,132,5,315.68999999999994,154,24,38.66961805555556,38.39618055555556,1,1,2,337.3300000000001,337.3300000000001,652.61,3,925.84,0.6666666666666666,0.7048842132549901,0
15755.0,2010-06-01 07:45:00,5,1665.4299999999998,1026,90,5,333.08599999999996,142,36,35.52552083333333,35.12569444444445,0,1,2,0.0,325.5,678.27,3,987.1599999999999,0.6666666666666666,0.6870922646784716,0
14258.0,2010-06-01 07:45:00,8,10585.159999999998,4868,67,8,1323.1449999999998,168,10,24.00505952380953,20.997916666666665,2,3,4,1689.3000000000002,2441.5800000000004,4363.68,4,6221.48,1.0,0.7013893800189024,0
14286.0,2010-06-01 07:45:00,3,2613.0199999999995,2985,105,2,871.0066666666665,96,82,48.04548611111111,48.04548611111111,0,0,2,0.0,0.0,1002.5000000000001,1,1610.52,2.0,0.6224697613193255,1
13154.0,2010-06-01 07:45:00,1,337.1,152,18,1,337.1,0,178,0.0,0.0,0,0,0,0.0,0.0,0.0,1,337.1,0.0,0.0,0
14564.0,2010-06-01 07:45:00,1,989.18,439,39,1,989.18,0,178,0.0,0.0,0,0,0,0.0,0.0,0.0,1,989.18,0.0,0.0,1
13408.0,2010-06-01 07:45:00,25,13597.222000000002,7235,139,19,543.8888800000001,177,1,7.378935185185185,6.492361111111111,4,8,13,2005.6400000000003,3929.6,6493.07,12,7104.152,1.0833333333333333,0.9139824147906744,0
16645.0,2010-06-01 07:45:00,1,160.39,117,14,1,160.39,0,178,0.0,0.0,0,0,0,0.0,0.0,0.0,1,160.39,0.0,0.0,1
12714.0,2010-06-01 07:45:00,4,5077.82,3155,207,4,1269.455,145,33,48.38865740740741,43.986111111111114,0,1,2,0.0,1242.6299999999999,2424.98,2,2652.84,1.0,0.914107145549675,0
16335.0,2010-06-01 07:45:00,6,2339.67,889,175,6,389.945,143,35,28.606805555555553,34.985416666666666,0,1,2,0.0,229.86,958.23,4,1381.44,0.5,0.6936457609451008,0
13093.0,2010-06-01 07:45:00,17,13722.33,7504,94,14,807.1958823529412,174,4,10.881857638888889,11.521180555555556,3,5,8,2910.6800000000003,5322.16,6955.66,9,6766.67,0.8888888888888888,1.0279295428918507,0
12759.0,2010-06-01 07:45:00,2,1703.68,1018,90,2,851.84,170,7,170.99791666666667,170.99791666666667,1,1,1,1195.42,1195.42,1195.42,1,508.26,1.0,2.3519852044229332,0
13666.0,2010-06-01 07:45:00,1,19.5,2,2,1,19.5,0,178,0.0,0.0,0,0,0,0.0,0.0,0.0,1,19.5,0.0,0.0,1
13777.0,2010-06-01 07:45:00,10,3516.2399999999993,1495,22,10,351.6239999999999,141,36,15.776543209876545,13.884027777777778,0,2,4,0.0,625.2,1311.7,6,2204.54,0.6666666666666666,0.5949994103078193,0
17160.0,2010-06-01 07:45:00,5,2281.9399999999996,1986,106,5,456.3879999999999,142,36,35.55034722222222,38.040625,0,1,2,0.0,289.25,601.7099999999999,3,1680.23,0.6666666666666666,0.3581116870904578,0
13946.0,2010-06-01 07:45:00,2,760.95,1255,29,2,380.475,100,77,100.99513888888889,100.99513888888889,0,0,1,0.0,0.0,480.75,1,280.2,1.0,1.7157387580299786,1
14723.0,2010-06-01 07:45:00,2,278.16,213,39,2,139.08,130,48,130.14791666666667,130.14791666666667,0,1,1,0.0,136.53,136.53,1,141.63,1.0,0.9639906799406905,0
14961.0,2010-06-01 07:45:00,4,4361.619999999999,2259,138,4,1090.4049999999997,146,32,48.67407407407407,20.074305555555554,0,2,2,0.0,1753.15,1753.15,2,2608.4700000000003,1.0,0.6720989698942291,0
14735.0,2010-06-01 07:45:00,11,2953.0000000000005,1200,76,10,268.4545454545455,174,4,17.40111111111111,15.045833333333334,2,3,5,651.8000000000001,995.0000000000001,1614.2900000000002,6,1338.71,0.8333333333333334,1.2058548901554482,0
18061.0,2010-06-01 07:45:00,11,2739.0699999999997,1749,23,10,249.0063636363636,174,4,17.404930555555556,18.527430555555554,2,3,5,510.7399999999999,981.7600000000001,1407.9100000000003,6,1331.16,0.8333333333333334,1.0576564800625021,0
15078.0,2010-06-01 07:45:00,8,3386.48,1722,50,8,423.31,173,5,24.72162698412698,19.963194444444444,2,3,5,951.0799999999999,1546.62,2107.82,3,1278.66,1.6666666666666667,1.6484601066741746,0
17389.0,2010-06-01 07:45:00,6,3341.29,1240,28,6,556.8816666666667,175,3,35.026388888888896,23.930555555555557,3,4,5,1363.1000000000001,2320.4199999999996,2433.2499999999995,1,908.0400000000001,5.0,2.679672701643099,0
16883.0,2010-06-01 07:45:00,3,326.69999999999993,153,35,3,108.89999999999998,171,6,85.97812499999999,85.97812499999999,1,2,2,127.74000000000001,217.75,217.75,1,108.95,2.0,1.9986232216613125,0
13175.0,2010-06-01 07:45:00,2,831.45,423,40,2,415.725,153,25,153.04305555555555,153.04305555555555,1,1,1,512.3,512.3,512.3,1,319.15000000000003,1.0,1.605201315995613,1
17076.0,2010-06-01 07:45:00,2,191.74999999999997,107,11,2,95.87499999999999,97,81,97.04652777777778,97.04652777777778,0,0,1,0.0,0.0,124.07,1,67.67999999999999,1.0,1.8331855791962175,1
13948.0,2010-06-01 07:45:00,2,262.31,141,13,2,131.155,87,91,87.00138888888888,87.00138888888888,0,0,0,0.0,0.0,0.0,2,262.31,0.0,0.0,1
18223.0,2010-06-01 07:45:00,6,3854.34,2006,96,6,642.39,104,74,20.8425,18.944444444444443,0,0,1,0.0,0.0,663.6,5,3190.74,0.2,0.2079768329603791,0
16192.0,2010-06-01 07:45:00,1,351.3,208,11,1,351.3,0,178,0.0,0.0,0,0,0,0.0,0.0,0.0,1,351.3,0.0,0.0,1
15999.0,2010-06-01 07:45:00,1,20.4,24,1,1,20.4,0,178,0.0,0.0,0,0,0,0.0,0.0,0.0,1,20.4,0.0,0.0,1
15109.0,2010-06-01 07:45:00,2,498.15000000000003,127,18,2,249.07500000000002,156,22,156.04930555555555,156.04930555555555,1,1,1,266.95,266.95,266.95,1,231.2,1.0,1.154628027681661,1
14680.0,2010-06-01 07:45:00,28,17744.16,8726,165,24,633.72,172,6,6.370524691358025,6.0569444444444445,5,9,17,3055.2799999999997,6948.280000000001,11265.34,11,6478.82,1.5454545454545454,1.7387950274895738,0
18092.0,2010-06-01 07:45:00,5,4481.599999999999,3220,22,5,896.3199999999999,159,18,39.98767361111111,37.01875,1,1,1,1236.6000000000001,1236.6000000000001,1236.6000000000001,4,3245.0000000000005,0.25,0.38107858243451465,0
